# Planck 2018 lensed scalar CMB, D_ell = l(l+1)C_l/2pi in muK^2.
# Lensing BB only -- scalars, r = 0, no primordial B modes.
# Planck 2018 VI Table 2, TT,TE,EE+lowE+lensing (marginalised means):
#   H0=67.36 ombh2=0.02237 omch2=0.12 tau=0.0544
#   As=2.1e-09 ns=0.9649 mnu=0.06 omk=0
# CAMB 1.6.5, lens_potential_accuracy=4.
# columns: ell  D_TT  D_EE  D_BB  D_TE
    1878     2.69861E+02     1.04877E+01     5.98760E-02    -6.04659E+00
    1879     2.68934E+02     1.05212E+01     5.98073E-02    -6.13961E+00
    1880     2.68017E+02     1.05542E+01     5.97387E-02    -6.23522E+00
    1881     2.67111E+02     1.05866E+01     5.96702E-02    -6.33336E+00
    1882     2.66216E+02     1.06184E+01     5.96018E-02    -6.43396E+00
    1883     2.65331E+02     1.06496E+01     5.95335E-02    -6.53696E+00
    1884     2.64456E+02     1.06802E+01     5.94653E-02    -6.64232E+00
    1885     2.63592E+02     1.07100E+01     5.93972E-02    -6.74997E+00
    1886     2.62740E+02     1.07392E+01     5.93293E-02    -6.85985E+00
    1887     2.61898E+02     1.07677E+01     5.92614E-02    -6.97191E+00
    1888     2.61068E+02     1.07955E+01     5.91938E-02    -7.08607E+00
    1889     2.60248E+02     1.08226E+01     5.91262E-02    -7.20225E+00
    1890     2.59440E+02     1.08490E+01     5.90588E-02    -7.32040E+00
    1891     2.58644E+02     1.08746E+01     5.89915E-02    -7.44045E+00
    1892     2.57859E+02     1.08994E+01     5.89244E-02    -7.56230E+00
    1893     2.57086E+02     1.09235E+01     5.88575E-02    -7.68591E+00
    1894     2.56323E+02     1.09468E+01     5.87907E-02    -7.81121E+00
    1895     2.55573E+02     1.09694E+01     5.87241E-02    -7.93811E+00
    1896     2.54835E+02     1.09912E+01     5.86576E-02    -8.06655E+00
    1897     2.54109E+02     1.10121E+01     5.85913E-02    -8.19648E+00
    1898     2.53394E+02     1.10322E+01     5.85252E-02    -8.32784E+00
    1899     2.52691E+02     1.10515E+01     5.84592E-02    -8.46055E+00
    1900     2.52001E+02     1.10699E+01     5.83934E-02    -8.59454E+00
    1901     2.51322E+02     1.10874E+01     5.83278E-02    -8.72976E+00
    1902     2.50655E+02     1.11040E+01     5.82624E-02    -8.86613E+00
    1903     2.50000E+02     1.11198E+01     5.81972E-02    -9.00356E+00
    1904     2.49357E+02     1.11347E+01     5.81322E-02    -9.14209E+00
    1905     2.48726E+02     1.11487E+01     5.80674E-02    -9.28148E+00
    1906     2.48107E+02     1.11618E+01     5.80027E-02    -9.42176E+00
    1907     2.47500E+02     1.11740E+01     5.79383E-02    -9.56291E+00
    1908     2.46905E+02     1.11852E+01     5.78741E-02    -9.70471E+00
    1909     2.46323E+02     1.11956E+01     5.78100E-02    -9.84722E+00
    1910     2.45752E+02     1.12050E+01     5.77462E-02    -9.99038E+00
    1911     2.45193E+02     1.12134E+01     5.76826E-02    -1.01340E+01
    1912     2.44646E+02     1.12210E+01     5.76192E-02    -1.02781E+01
    1913     2.44111E+02     1.12276E+01     5.75560E-02    -1.04226E+01
    1914     2.43587E+02     1.12332E+01     5.74930E-02    -1.05674E+01
    1915     2.43076E+02     1.12379E+01     5.74302E-02    -1.07125E+01
    1916     2.42576E+02     1.12415E+01     5.73677E-02    -1.08578E+01
    1917     2.42088E+02     1.12443E+01     5.73053E-02    -1.10031E+01
    1918     2.41612E+02     1.12461E+01     5.72432E-02    -1.11486E+01
    1919     2.41148E+02     1.12470E+01     5.71813E-02    -1.12939E+01
    1920     2.40695E+02     1.12468E+01     5.71197E-02    -1.14393E+01
    1921     2.40254E+02     1.12457E+01     5.70582E-02    -1.15844E+01
    1922     2.39825E+02     1.12437E+01     5.69970E-02    -1.17294E+01
    1923     2.39406E+02     1.12407E+01     5.69360E-02    -1.18740E+01
    1924     2.39000E+02     1.12368E+01     5.68752E-02    -1.20183E+01
    1925     2.38605E+02     1.12319E+01     5.68147E-02    -1.21621E+01
    1926     2.38220E+02     1.12261E+01     5.67543E-02    -1.23055E+01
    1927     2.37847E+02     1.12193E+01     5.66942E-02    -1.24483E+01
    1928     2.37485E+02     1.12116E+01     5.66344E-02    -1.25905E+01
    1929     2.37134E+02     1.12028E+01     5.65748E-02    -1.27321E+01
    1930     2.36795E+02     1.11932E+01     5.65154E-02    -1.28728E+01
    1931     2.36465E+02     1.11826E+01     5.64562E-02    -1.30128E+01
    1932     2.36146E+02     1.11711E+01     5.63972E-02    -1.31519E+01
    1933     2.35838E+02     1.11587E+01     5.63385E-02    -1.32901E+01
    1934     2.35540E+02     1.11452E+01     5.62801E-02    -1.34272E+01
    1935     2.35253E+02     1.11309E+01     5.62218E-02    -1.35634E+01
    1936     2.34976E+02     1.11156E+01     5.61638E-02    -1.36984E+01
    1937     2.34708E+02     1.10995E+01     5.61061E-02    -1.38322E+01
    1938     2.34451E+02     1.10823E+01     5.60485E-02    -1.39649E+01
    1939     2.34204E+02     1.10644E+01     5.59912E-02    -1.40962E+01
    1940     2.33966E+02     1.10455E+01     5.59342E-02    -1.42262E+01
    1941     2.33737E+02     1.10257E+01     5.58773E-02    -1.43549E+01
    1942     2.33518E+02     1.10050E+01     5.58208E-02    -1.44820E+01
    1943     2.33309E+02     1.09834E+01     5.57644E-02    -1.46078E+01
    1944     2.33108E+02     1.09610E+01     5.57083E-02    -1.47319E+01
    1945     2.32916E+02     1.09377E+01     5.56524E-02    -1.48544E+01
    1946     2.32733E+02     1.09135E+01     5.55967E-02    -1.49752E+01
    1947     2.32559E+02     1.08885E+01     5.55413E-02    -1.50944E+01
    1948     2.32393E+02     1.08625E+01     5.54861E-02    -1.52118E+01
    1949     2.32235E+02     1.08358E+01     5.54312E-02    -1.53273E+01
    1950     2.32085E+02     1.08081E+01     5.53765E-02    -1.54410E+01
